,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,5,124
1,05:00:01-06:00:00,3,89
2,06:00:01-07:00:00,10,121
3,07:00:01-08:00:00,10,224
4,08:00:01-09:00:00,8,354
5,09:00:01-10:00:00,10,410
6,10:00:01-11:00:00,10,496
7,11:00:01-12:00:00,7,637
8,12:00:01-13:00:00,4,551
9,13:00:01-14:00:00,10,536
10,14:00:01-15:00:00,5,493
11,15:00:01-16:00:00,12,840
12,16:00:01-17:00:00,11,812
13,17:00:01-18:00:00,5,641
14,18:00:01-19:00:00,6,638
15,19:00:01-20:00:00,11,898
16,20:00:01-21:00:00,6,661
17,21:00:01-22:00:00,6,551
18,22:00:01-23:00:00,6,373
19,23:00:01-24:00:00,6,301
