,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,3,0
2,06:00:01-07:00:00,5,297
3,07:00:01-08:00:00,11,422
4,08:00:01-09:00:00,14,595
5,09:00:01-10:00:00,10,569
6,10:00:01-11:00:00,10,412
7,11:00:01-12:00:00,5,400
8,12:00:01-13:00:00,11,349
9,13:00:01-14:00:00,7,322
10,14:00:01-15:00:00,7,315
11,15:00:01-16:00:00,10,239
12,16:00:01-17:00:00,9,187
13,17:00:01-18:00:00,12,216
14,18:00:01-19:00:00,8,246
15,19:00:01-20:00:00,9,299
16,20:00:01-21:00:00,8,219
17,21:00:01-22:00:00,5,189
18,22:00:01-23:00:00,2,68
19,23:00:01-24:00:00,0,0
