,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,6,37
1,05:00:01-06:00:00,9,194
2,06:00:01-07:00:00,12,280
3,07:00:01-08:00:00,11,415
4,08:00:01-09:00:00,9,481
5,09:00:01-10:00:00,8,459
6,10:00:01-11:00:00,6,288
7,11:00:01-12:00:00,7,226
8,12:00:01-13:00:00,4,162
9,13:00:01-14:00:00,5,160
10,14:00:01-15:00:00,7,173
11,15:00:01-16:00:00,4,86
12,16:00:01-17:00:00,7,153
13,17:00:01-18:00:00,7,224
14,18:00:01-19:00:00,5,190
15,19:00:01-20:00:00,5,194
16,20:00:01-21:00:00,5,172
17,21:00:01-22:00:00,7,125
18,22:00:01-23:00:00,5,83
19,23:00:01-24:00:00,6,17
