,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,1,22
1,05:00:01-06:00:00,3,26
2,06:00:01-07:00:00,4,36
3,07:00:01-08:00:00,8,101
4,08:00:01-09:00:00,8,129
5,09:00:01-10:00:00,7,156
6,10:00:01-11:00:00,10,170
7,11:00:01-12:00:00,7,73
8,12:00:01-13:00:00,3,46
9,13:00:01-14:00:00,6,66
10,14:00:01-15:00:00,2,70
11,15:00:01-16:00:00,5,63
12,16:00:01-17:00:00,6,105
13,17:00:01-18:00:00,4,93
14,18:00:01-19:00:00,3,92
15,19:00:01-20:00:00,5,97
16,20:00:01-21:00:00,5,80
17,21:00:01-22:00:00,4,45
18,22:00:01-23:00:00,5,40
19,23:00:01-24:00:00,2,6
