,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,7,128
1,05:00:01-06:00:00,8,75
2,06:00:01-07:00:00,13,171
3,07:00:01-08:00:00,14,522
4,08:00:01-09:00:00,13,1012
5,09:00:01-10:00:00,11,1075
6,10:00:01-11:00:00,10,755
7,11:00:01-12:00:00,7,541
8,12:00:01-13:00:00,7,379
9,13:00:01-14:00:00,6,439
10,14:00:01-15:00:00,6,393
11,15:00:01-16:00:00,8,447
12,16:00:01-17:00:00,11,527
13,17:00:01-18:00:00,9,637
14,18:00:01-19:00:00,8,746
15,19:00:01-20:00:00,8,801
16,20:00:01-21:00:00,12,869
17,21:00:01-22:00:00,11,620
18,22:00:01-23:00:00,7,462
19,23:00:01-24:00:00,6,294
