,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,6,90
1,05:00:01-06:00:00,3,73
2,06:00:01-07:00:00,8,101
3,07:00:01-08:00:00,8,205
4,08:00:01-09:00:00,9,356
5,09:00:01-10:00:00,9,370
6,10:00:01-11:00:00,8,569
7,11:00:01-12:00:00,4,621
8,12:00:01-13:00:00,4,546
9,13:00:01-14:00:00,6,560
10,14:00:01-15:00:00,2,388
11,15:00:01-16:00:00,4,560
12,16:00:01-17:00:00,6,638
13,17:00:01-18:00:00,4,751
14,18:00:01-19:00:00,6,775
15,19:00:01-20:00:00,5,783
16,20:00:01-21:00:00,5,757
17,21:00:01-22:00:00,6,656
18,22:00:01-23:00:00,4,435
19,23:00:01-24:00:00,5,347
