,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,9,469
1,05:00:01-06:00:00,7,79
2,06:00:01-07:00:00,9,266
3,07:00:01-08:00:00,13,496
4,08:00:01-09:00:00,11,707
5,09:00:01-10:00:00,9,990
6,10:00:01-11:00:00,13,887
7,11:00:01-12:00:00,5,593
8,12:00:01-13:00:00,6,496
9,13:00:01-14:00:00,6,521
10,14:00:01-15:00:00,6,508
11,15:00:01-16:00:00,11,597
12,16:00:01-17:00:00,9,610
13,17:00:01-18:00:00,8,753
14,18:00:01-19:00:00,10,773
15,19:00:01-20:00:00,9,924
16,20:00:01-21:00:00,6,754
17,21:00:01-22:00:00,9,663
18,22:00:01-23:00:00,5,428
19,23:00:01-24:00:00,5,281
