,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,1,4
2,06:00:01-07:00:00,5,74
3,07:00:01-08:00:00,2,214
4,08:00:01-09:00:00,3,153
5,09:00:01-10:00:00,3,247
6,10:00:01-11:00:00,2,194
7,11:00:01-12:00:00,1,28
8,12:00:01-13:00:00,1,129
9,13:00:01-14:00:00,3,44
10,14:00:01-15:00:00,2,69
11,15:00:01-16:00:00,1,52
12,16:00:01-17:00:00,2,110
13,17:00:01-18:00:00,3,140
14,18:00:01-19:00:00,1,117
15,19:00:01-20:00:00,1,153
16,20:00:01-21:00:00,3,54
17,21:00:01-22:00:00,3,184
18,22:00:01-23:00:00,1,79
19,23:00:01-24:00:00,,
