,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,2,0
1,05:00:01-06:00:00,1,20
2,06:00:01-07:00:00,2,61
3,07:00:01-08:00:00,4,128
4,08:00:01-09:00:00,0,100
5,09:00:01-10:00:00,1,97
6,10:00:01-11:00:00,2,60
7,11:00:01-12:00:00,1,70
8,12:00:01-13:00:00,2,74
9,13:00:01-14:00:00,3,71
10,14:00:01-15:00:00,3,117
11,15:00:01-16:00:00,2,83
12,16:00:01-17:00:00,3,84
13,17:00:01-18:00:00,2,95
14,18:00:01-19:00:00,1,119
15,19:00:01-20:00:00,2,231
16,20:00:01-21:00:00,1,123
17,21:00:01-22:00:00,2,81
18,22:00:01-23:00:00,1,37
19,23:00:01-24:00:00,0,4
