,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,3,21
2,06:00:01-07:00:00,2,141
3,07:00:01-08:00:00,2,145
4,08:00:01-09:00:00,2,332
5,09:00:01-10:00:00,2,320
6,10:00:01-11:00:00,0,131
7,11:00:01-12:00:00,2,80
8,12:00:01-13:00:00,2,117
9,13:00:01-14:00:00,1,113
10,14:00:01-15:00:00,4,95
11,15:00:01-16:00:00,3,66
12,16:00:01-17:00:00,0,79
13,17:00:01-18:00:00,1,57
14,18:00:01-19:00:00,3,146
15,19:00:01-20:00:00,1,111
16,20:00:01-21:00:00,2,114
17,21:00:01-22:00:00,2,146
18,22:00:01-23:00:00,0,16
19,23:00:01-24:00:00,,
