,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,6,42
1,05:00:01-06:00:00,6,93
2,06:00:01-07:00:00,11,162
3,07:00:01-08:00:00,12,236
4,08:00:01-09:00:00,12,205
5,09:00:01-10:00:00,13,224
6,10:00:01-11:00:00,8,182
7,11:00:01-12:00:00,6,206
8,12:00:01-13:00:00,5,102
9,13:00:01-14:00:00,3,61
10,14:00:01-15:00:00,6,112
11,15:00:01-16:00:00,5,128
12,16:00:01-17:00:00,7,169
13,17:00:01-18:00:00,7,249
14,18:00:01-19:00:00,5,161
15,19:00:01-20:00:00,5,209
16,20:00:01-21:00:00,5,112
17,21:00:01-22:00:00,4,98
18,22:00:01-23:00:00,6,88
19,23:00:01-24:00:00,4,16
