,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,2,11
2,06:00:01-07:00:00,8,290
3,07:00:01-08:00:00,12,333
4,08:00:01-09:00:00,10,473
5,09:00:01-10:00:00,10,547
6,10:00:01-11:00:00,7,462
7,11:00:01-12:00:00,10,332
8,12:00:01-13:00:00,7,231
9,13:00:01-14:00:00,6,267
10,14:00:01-15:00:00,7,213
11,15:00:01-16:00:00,8,167
12,16:00:01-17:00:00,5,123
13,17:00:01-18:00:00,6,189
14,18:00:01-19:00:00,9,122
15,19:00:01-20:00:00,5,154
16,20:00:01-21:00:00,8,172
17,21:00:01-22:00:00,4,133
18,22:00:01-23:00:00,3,47
19,23:00:01-24:00:00,0,0
