,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,5,121
1,05:00:01-06:00:00,4,88
2,06:00:01-07:00:00,6,191
3,07:00:01-08:00:00,9,528
4,08:00:01-09:00:00,4,737
5,09:00:01-10:00:00,10,770
6,10:00:01-11:00:00,6,804
7,11:00:01-12:00:00,5,603
8,12:00:01-13:00:00,9,565
9,13:00:01-14:00:00,4,498
10,14:00:01-15:00:00,4,377
11,15:00:01-16:00:00,6,459
12,16:00:01-17:00:00,9,667
13,17:00:01-18:00:00,8,536
14,18:00:01-19:00:00,11,972
15,19:00:01-20:00:00,8,880
16,20:00:01-21:00:00,5,739
17,21:00:01-22:00:00,8,648
18,22:00:01-23:00:00,6,480
19,23:00:01-24:00:00,4,199
