,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,9,54
1,05:00:01-06:00:00,9,196
2,06:00:01-07:00:00,14,240
3,07:00:01-08:00:00,9,262
4,08:00:01-09:00:00,13,375
5,09:00:01-10:00:00,8,442
6,10:00:01-11:00:00,8,307
7,11:00:01-12:00:00,6,270
8,12:00:01-13:00:00,7,146
9,13:00:01-14:00:00,5,198
10,14:00:01-15:00:00,8,207
11,15:00:01-16:00:00,8,210
12,16:00:01-17:00:00,6,147
13,17:00:01-18:00:00,7,256
14,18:00:01-19:00:00,9,207
15,19:00:01-20:00:00,10,171
16,20:00:01-21:00:00,5,159
17,21:00:01-22:00:00,10,122
18,22:00:01-23:00:00,8,104
19,23:00:01-24:00:00,5,33
