,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,1,32
1,05:00:01-06:00:00,1,6
2,06:00:01-07:00:00,4,112
3,07:00:01-08:00:00,2,149
4,08:00:01-09:00:00,1,204
5,09:00:01-10:00:00,2,168
6,10:00:01-11:00:00,2,99
7,11:00:01-12:00:00,2,101
8,12:00:01-13:00:00,2,107
9,13:00:01-14:00:00,2,94
10,14:00:01-15:00:00,3,62
11,15:00:01-16:00:00,2,120
12,16:00:01-17:00:00,0,127
13,17:00:01-18:00:00,2,96
14,18:00:01-19:00:00,0,88
15,19:00:01-20:00:00,0,66
16,20:00:01-21:00:00,1,33
17,21:00:01-22:00:00,0,20
18,22:00:01-23:00:00,,
19,23:00:01-24:00:00,,
