,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,4,33
1,05:00:01-06:00:00,5,68
2,06:00:01-07:00:00,8,242
3,07:00:01-08:00:00,13,479
4,08:00:01-09:00:00,14,716
5,09:00:01-10:00:00,10,704
6,10:00:01-11:00:00,9,654
7,11:00:01-12:00:00,6,525
8,12:00:01-13:00:00,6,594
9,13:00:01-14:00:00,5,452
10,14:00:01-15:00:00,6,461
11,15:00:01-16:00:00,13,545
12,16:00:01-17:00:00,5,542
13,17:00:01-18:00:00,9,654
14,18:00:01-19:00:00,9,786
15,19:00:01-20:00:00,11,837
16,20:00:01-21:00:00,11,751
17,21:00:01-22:00:00,6,561
18,22:00:01-23:00:00,4,378
19,23:00:01-24:00:00,2,237
