,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,6,122
1,05:00:01-06:00:00,10,185
2,06:00:01-07:00:00,10,351
3,07:00:01-08:00:00,10,382
4,08:00:01-09:00:00,9,476
5,09:00:01-10:00:00,8,515
6,10:00:01-11:00:00,11,378
7,11:00:01-12:00:00,6,321
8,12:00:01-13:00:00,5,206
9,13:00:01-14:00:00,5,227
10,14:00:01-15:00:00,6,179
11,15:00:01-16:00:00,7,131
12,16:00:01-17:00:00,8,192
13,17:00:01-18:00:00,7,155
14,18:00:01-19:00:00,4,115
15,19:00:01-20:00:00,9,195
16,20:00:01-21:00:00,7,110
17,21:00:01-22:00:00,10,139
18,22:00:01-23:00:00,8,65
19,23:00:01-24:00:00,4,17
