,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,0,0
1,05:00:01-06:00:00,3,23
2,06:00:01-07:00:00,4,39
3,07:00:01-08:00:00,5,39
4,08:00:01-09:00:00,2,62
5,09:00:01-10:00:00,5,86
6,10:00:01-11:00:00,8,95
7,11:00:01-12:00:00,7,132
8,12:00:01-13:00:00,2,111
9,13:00:01-14:00:00,3,82
10,14:00:01-15:00:00,4,82
11,15:00:01-16:00:00,4,98
12,16:00:01-17:00:00,2,104
13,17:00:01-18:00:00,4,113
14,18:00:01-19:00:00,3,133
15,19:00:01-20:00:00,5,87
16,20:00:01-21:00:00,3,37
17,21:00:01-22:00:00,4,48
18,22:00:01-23:00:00,4,43
19,23:00:01-24:00:00,2,2
