,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,12,426
1,05:00:01-06:00:00,7,76
2,06:00:01-07:00:00,11,270
3,07:00:01-08:00:00,9,617
4,08:00:01-09:00:00,11,744
5,09:00:01-10:00:00,10,958
6,10:00:01-11:00:00,10,869
7,11:00:01-12:00:00,5,590
8,12:00:01-13:00:00,5,400
9,13:00:01-14:00:00,6,305
10,14:00:01-15:00:00,7,467
11,15:00:01-16:00:00,13,537
12,16:00:01-17:00:00,8,588
13,17:00:01-18:00:00,11,625
14,18:00:01-19:00:00,13,887
15,19:00:01-20:00:00,12,1008
16,20:00:01-21:00:00,10,924
17,21:00:01-22:00:00,10,706
18,22:00:01-23:00:00,10,578
19,23:00:01-24:00:00,5,252
