,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,7,107
1,05:00:01-06:00:00,5,71
2,06:00:01-07:00:00,7,248
3,07:00:01-08:00:00,8,539
4,08:00:01-09:00:00,13,1018
5,09:00:01-10:00:00,5,843
6,10:00:01-11:00:00,12,774
7,11:00:01-12:00:00,5,606
8,12:00:01-13:00:00,6,502
9,13:00:01-14:00:00,6,519
10,14:00:01-15:00:00,4,379
11,15:00:01-16:00:00,9,492
12,16:00:01-17:00:00,10,667
13,17:00:01-18:00:00,11,647
14,18:00:01-19:00:00,12,908
15,19:00:01-20:00:00,12,1057
16,20:00:01-21:00:00,10,843
17,21:00:01-22:00:00,8,772
18,22:00:01-23:00:00,7,514
19,23:00:01-24:00:00,4,262
