,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,1,1
1,05:00:01-06:00:00,2,6
2,06:00:01-07:00:00,5,15
3,07:00:01-08:00:00,5,61
4,08:00:01-09:00:00,8,107
5,09:00:01-10:00:00,10,158
6,10:00:01-11:00:00,7,240
7,11:00:01-12:00:00,7,299
8,12:00:01-13:00:00,5,101
9,13:00:01-14:00:00,3,161
10,14:00:01-15:00:00,4,63
11,15:00:01-16:00:00,4,143
12,16:00:01-17:00:00,4,153
13,17:00:01-18:00:00,7,199
14,18:00:01-19:00:00,1,109
15,19:00:01-20:00:00,3,226
16,20:00:01-21:00:00,4,186
17,21:00:01-22:00:00,4,205
18,22:00:01-23:00:00,9,111
19,23:00:01-24:00:00,3,27
