,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,1,1
1,05:00:01-06:00:00,3,16
2,06:00:01-07:00:00,8,45
3,07:00:01-08:00:00,7,50
4,08:00:01-09:00:00,5,79
5,09:00:01-10:00:00,3,34
6,10:00:01-11:00:00,2,25
7,11:00:01-12:00:00,2,67
8,12:00:01-13:00:00,5,48
9,13:00:01-14:00:00,4,32
10,14:00:01-15:00:00,3,28
11,15:00:01-16:00:00,3,23
12,16:00:01-17:00:00,4,27
13,17:00:01-18:00:00,5,98
14,18:00:01-19:00:00,2,123
15,19:00:01-20:00:00,5,119
16,20:00:01-21:00:00,5,47
17,21:00:01-22:00:00,2,27
18,22:00:01-23:00:00,3,16
19,23:00:01-24:00:00,1,3
