,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,7,61
1,05:00:01-06:00:00,9,188
2,06:00:01-07:00:00,10,268
3,07:00:01-08:00:00,7,315
4,08:00:01-09:00:00,7,399
5,09:00:01-10:00:00,7,359
6,10:00:01-11:00:00,11,405
7,11:00:01-12:00:00,5,259
8,12:00:01-13:00:00,5,172
9,13:00:01-14:00:00,4,158
10,14:00:01-15:00:00,6,149
11,15:00:01-16:00:00,6,87
12,16:00:01-17:00:00,7,181
13,17:00:01-18:00:00,9,198
14,18:00:01-19:00:00,7,219
15,19:00:01-20:00:00,5,123
16,20:00:01-21:00:00,5,135
17,21:00:01-22:00:00,7,94
18,22:00:01-23:00:00,7,64
19,23:00:01-24:00:00,5,11
