,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,5,167
1,05:00:01-06:00:00,6,20
2,06:00:01-07:00:00,11,71
3,07:00:01-08:00:00,9,81
4,08:00:01-09:00:00,7,200
5,09:00:01-10:00:00,11,250
6,10:00:01-11:00:00,4,200
7,11:00:01-12:00:00,6,149
8,12:00:01-13:00:00,5,257
9,13:00:01-14:00:00,8,261
10,14:00:01-15:00:00,5,190
11,15:00:01-16:00:00,8,234
12,16:00:01-17:00:00,8,345
13,17:00:01-18:00:00,9,407
14,18:00:01-19:00:00,6,426
15,19:00:01-20:00:00,9,442
16,20:00:01-21:00:00,5,354
17,21:00:01-22:00:00,10,355
18,22:00:01-23:00:00,7,434
19,23:00:01-24:00:00,6,223
