,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,7,49
1,05:00:01-06:00:00,9,135
2,06:00:01-07:00:00,12,292
3,07:00:01-08:00:00,11,383
4,08:00:01-09:00:00,9,342
5,09:00:01-10:00:00,8,406
6,10:00:01-11:00:00,7,250
7,11:00:01-12:00:00,7,230
8,12:00:01-13:00:00,6,267
9,13:00:01-14:00:00,4,217
10,14:00:01-15:00:00,4,135
11,15:00:01-16:00:00,5,161
12,16:00:01-17:00:00,5,65
13,17:00:01-18:00:00,5,147
14,18:00:01-19:00:00,6,199
15,19:00:01-20:00:00,6,174
16,20:00:01-21:00:00,8,170
17,21:00:01-22:00:00,7,156
18,22:00:01-23:00:00,7,83
19,23:00:01-24:00:00,6,23
