,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,1,0
2,06:00:01-07:00:00,6,212
3,07:00:01-08:00:00,11,351
4,08:00:01-09:00:00,13,653
5,09:00:01-10:00:00,10,514
6,10:00:01-11:00:00,8,348
7,11:00:01-12:00:00,8,311
8,12:00:01-13:00:00,7,234
9,13:00:01-14:00:00,5,207
10,14:00:01-15:00:00,7,197
11,15:00:01-16:00:00,9,162
12,16:00:01-17:00:00,10,176
13,17:00:01-18:00:00,10,200
14,18:00:01-19:00:00,6,232
15,19:00:01-20:00:00,6,287
16,20:00:01-21:00:00,6,137
17,21:00:01-22:00:00,4,140
18,22:00:01-23:00:00,2,39
19,23:00:01-24:00:00,0,0
