,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,3,77
1,05:00:01-06:00:00,1,13
2,06:00:01-07:00:00,3,95
3,07:00:01-08:00:00,3,157
4,08:00:01-09:00:00,1,168
5,09:00:01-10:00:00,1,23
6,10:00:01-11:00:00,1,78
7,11:00:01-12:00:00,1,95
8,12:00:01-13:00:00,2,68
9,13:00:01-14:00:00,3,78
10,14:00:01-15:00:00,1,89
11,15:00:01-16:00:00,2,14
12,16:00:01-17:00:00,2,84
13,17:00:01-18:00:00,1,34
14,18:00:01-19:00:00,3,248
15,19:00:01-20:00:00,0,194
16,20:00:01-21:00:00,1,155
17,21:00:01-22:00:00,2,17
18,22:00:01-23:00:00,1,61
19,23:00:01-24:00:00,0,0
