,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,1,23
2,06:00:01-07:00:00,4,94
3,07:00:01-08:00:00,3,128
4,08:00:01-09:00:00,1,117
5,09:00:01-10:00:00,2,119
6,10:00:01-11:00:00,2,137
7,11:00:01-12:00:00,1,26
8,12:00:01-13:00:00,1,80
9,13:00:01-14:00:00,2,56
10,14:00:01-15:00:00,3,18
11,15:00:01-16:00:00,1,55
12,16:00:01-17:00:00,2,17
13,17:00:01-18:00:00,1,57
14,18:00:01-19:00:00,2,79
15,19:00:01-20:00:00,2,83
16,20:00:01-21:00:00,1,104
17,21:00:01-22:00:00,2,90
18,22:00:01-23:00:00,0,65
19,23:00:01-24:00:00,0,0
