,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,11,118
1,05:00:01-06:00:00,8,31
2,06:00:01-07:00:00,10,34
3,07:00:01-08:00:00,15,109
4,08:00:01-09:00:00,9,133
5,09:00:01-10:00:00,9,168
6,10:00:01-11:00:00,7,303
7,11:00:01-12:00:00,5,324
8,12:00:01-13:00:00,7,385
9,13:00:01-14:00:00,12,543
10,14:00:01-15:00:00,4,421
11,15:00:01-16:00:00,11,404
12,16:00:01-17:00:00,8,390
13,17:00:01-18:00:00,8,536
14,18:00:01-19:00:00,8,507
15,19:00:01-20:00:00,10,500
16,20:00:01-21:00:00,6,362
17,21:00:01-22:00:00,8,311
18,22:00:01-23:00:00,6,308
19,23:00:01-24:00:00,6,313
