,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,8,111
1,05:00:01-06:00:00,8,190
2,06:00:01-07:00:00,12,384
3,07:00:01-08:00:00,9,392
4,08:00:01-09:00:00,9,408
5,09:00:01-10:00:00,5,358
6,10:00:01-11:00:00,9,381
7,11:00:01-12:00:00,6,306
8,12:00:01-13:00:00,5,195
9,13:00:01-14:00:00,5,210
10,14:00:01-15:00:00,7,180
11,15:00:01-16:00:00,5,148
12,16:00:01-17:00:00,5,92
13,17:00:01-18:00:00,7,180
14,18:00:01-19:00:00,8,172
15,19:00:01-20:00:00,7,136
16,20:00:01-21:00:00,7,157
17,21:00:01-22:00:00,8,134
18,22:00:01-23:00:00,8,66
19,23:00:01-24:00:00,6,18
