,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,11,185
1,05:00:01-06:00:00,6,8
2,06:00:01-07:00:00,8,43
3,07:00:01-08:00:00,10,154
4,08:00:01-09:00:00,5,85
5,09:00:01-10:00:00,6,192
6,10:00:01-11:00:00,6,166
7,11:00:01-12:00:00,5,161
8,12:00:01-13:00:00,7,299
9,13:00:01-14:00:00,7,257
10,14:00:01-15:00:00,6,206
11,15:00:01-16:00:00,5,207
12,16:00:01-17:00:00,10,364
13,17:00:01-18:00:00,7,264
14,18:00:01-19:00:00,6,414
15,19:00:01-20:00:00,6,367
16,20:00:01-21:00:00,6,394
17,21:00:01-22:00:00,6,334
18,22:00:01-23:00:00,8,311
19,23:00:01-24:00:00,7,194
