,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,11,79
1,05:00:01-06:00:00,7,203
2,06:00:01-07:00:00,10,240
3,07:00:01-08:00:00,12,270
4,08:00:01-09:00:00,11,263
5,09:00:01-10:00:00,10,296
6,10:00:01-11:00:00,7,303
7,11:00:01-12:00:00,4,288
8,12:00:01-13:00:00,5,284
9,13:00:01-14:00:00,5,217
10,14:00:01-15:00:00,6,201
11,15:00:01-16:00:00,6,226
12,16:00:01-17:00:00,4,179
13,17:00:01-18:00:00,7,361
14,18:00:01-19:00:00,6,224
15,19:00:01-20:00:00,3,221
16,20:00:01-21:00:00,4,172
17,21:00:01-22:00:00,7,167
18,22:00:01-23:00:00,5,88
19,23:00:01-24:00:00,4,37
