,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,2,0
1,05:00:01-06:00:00,1,29
2,06:00:01-07:00:00,3,74
3,07:00:01-08:00:00,3,155
4,08:00:01-09:00:00,0,126
5,09:00:01-10:00:00,1,2
6,10:00:01-11:00:00,3,77
7,11:00:01-12:00:00,1,114
8,12:00:01-13:00:00,3,93
9,13:00:01-14:00:00,3,98
10,14:00:01-15:00:00,2,83
11,15:00:01-16:00:00,3,147
12,16:00:01-17:00:00,2,74
13,17:00:01-18:00:00,3,86
14,18:00:01-19:00:00,1,124
15,19:00:01-20:00:00,2,128
16,20:00:01-21:00:00,3,161
17,21:00:01-22:00:00,1,111
18,22:00:01-23:00:00,2,71
19,23:00:01-24:00:00,0,0
