,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,5,49
1,05:00:01-06:00:00,6,103
2,06:00:01-07:00:00,11,153
3,07:00:01-08:00:00,11,241
4,08:00:01-09:00:00,7,204
5,09:00:01-10:00:00,6,205
6,10:00:01-11:00:00,6,230
7,11:00:01-12:00:00,4,285
8,12:00:01-13:00:00,4,154
9,13:00:01-14:00:00,5,174
10,14:00:01-15:00:00,6,210
11,15:00:01-16:00:00,7,265
12,16:00:01-17:00:00,5,198
13,17:00:01-18:00:00,4,204
14,18:00:01-19:00:00,4,208
15,19:00:01-20:00:00,5,211
16,20:00:01-21:00:00,5,194
17,21:00:01-22:00:00,4,67
18,22:00:01-23:00:00,5,89
19,23:00:01-24:00:00,3,10
