,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,10,133
1,05:00:01-06:00:00,8,47
2,06:00:01-07:00:00,8,35
3,07:00:01-08:00:00,9,99
4,08:00:01-09:00:00,10,118
5,09:00:01-10:00:00,8,93
6,10:00:01-11:00:00,7,155
7,11:00:01-12:00:00,4,171
8,12:00:01-13:00:00,4,206
9,13:00:01-14:00:00,4,195
10,14:00:01-15:00:00,5,239
11,15:00:01-16:00:00,3,220
12,16:00:01-17:00:00,9,372
13,17:00:01-18:00:00,6,321
14,18:00:01-19:00:00,5,302
15,19:00:01-20:00:00,6,283
16,20:00:01-21:00:00,7,330
17,21:00:01-22:00:00,5,238
18,22:00:01-23:00:00,6,183
19,23:00:01-24:00:00,5,209
