,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,3,16
2,06:00:01-07:00:00,2,39
3,07:00:01-08:00:00,5,11
4,08:00:01-09:00:00,1,73
5,09:00:01-10:00:00,2,69
6,10:00:01-11:00:00,1,63
7,11:00:01-12:00:00,3,150
8,12:00:01-13:00:00,3,86
9,13:00:01-14:00:00,2,108
10,14:00:01-15:00:00,2,36
11,15:00:01-16:00:00,0,78
12,16:00:01-17:00:00,2,58
13,17:00:01-18:00:00,2,66
14,18:00:01-19:00:00,2,121
15,19:00:01-20:00:00,2,74
16,20:00:01-21:00:00,2,81
17,21:00:01-22:00:00,2,56
18,22:00:01-23:00:00,0,10
19,23:00:01-24:00:00,,
