,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,9,62
1,05:00:01-06:00:00,8,176
2,06:00:01-07:00:00,13,321
3,07:00:01-08:00:00,10,315
4,08:00:01-09:00:00,6,363
5,09:00:01-10:00:00,8,403
6,10:00:01-11:00:00,10,381
7,11:00:01-12:00:00,6,293
8,12:00:01-13:00:00,4,183
9,13:00:01-14:00:00,7,211
10,14:00:01-15:00:00,7,181
11,15:00:01-16:00:00,6,110
12,16:00:01-17:00:00,7,193
13,17:00:01-18:00:00,5,176
14,18:00:01-19:00:00,5,178
15,19:00:01-20:00:00,8,179
16,20:00:01-21:00:00,5,141
17,21:00:01-22:00:00,8,168
18,22:00:01-23:00:00,8,93
19,23:00:01-24:00:00,3,18
