,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,10,174
1,05:00:01-06:00:00,9,48
2,06:00:01-07:00:00,10,47
3,07:00:01-08:00:00,7,76
4,08:00:01-09:00:00,7,157
5,09:00:01-10:00:00,10,146
6,10:00:01-11:00:00,5,82
7,11:00:01-12:00:00,5,168
8,12:00:01-13:00:00,3,138
9,13:00:01-14:00:00,4,125
10,14:00:01-15:00:00,5,231
11,15:00:01-16:00:00,5,219
12,16:00:01-17:00:00,6,259
13,17:00:01-18:00:00,6,314
14,18:00:01-19:00:00,6,390
15,19:00:01-20:00:00,5,288
16,20:00:01-21:00:00,5,331
17,21:00:01-22:00:00,5,187
18,22:00:01-23:00:00,5,236
19,23:00:01-24:00:00,4,221
