,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,1,45
1,05:00:01-06:00:00,0,0
2,06:00:01-07:00:00,2,41
3,07:00:01-08:00:00,2,104
4,08:00:01-09:00:00,3,151
5,09:00:01-10:00:00,1,66
6,10:00:01-11:00:00,3,85
7,11:00:01-12:00:00,1,90
8,12:00:01-13:00:00,1,60
9,13:00:01-14:00:00,3,59
10,14:00:01-15:00:00,1,87
11,15:00:01-16:00:00,2,182
12,16:00:01-17:00:00,2,49
13,17:00:01-18:00:00,0,51
14,18:00:01-19:00:00,2,95
15,19:00:01-20:00:00,2,58
16,20:00:01-21:00:00,2,157
17,21:00:01-22:00:00,1,37
18,22:00:01-23:00:00,2,71
19,23:00:01-24:00:00,0,5
