Route:- 0071,Date:- 10/22/2017,,,,,,,,Day:- Sunday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,0,0,0,0,0,0,0,0,1,16.67,2,0.48,0,0,30.4,16.67,1,7.69,2,0.22,0,0,30,7.59
05:00:01-06:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
06:00:01-07:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
07:00:01-08:00:00,1,14.29,0,0,0,0,30.4,14.29,0,0,0,0,0,0,0,0,1,7.69,0,0,0,0,30,7.59
08:00:01-09:00:00,0,0,65,12.92,871,12.43,0,0,1,16.67,23,5.56,288,4.86,30.4,16.67,1,7.69,88,9.6,1159,8.96,30,7.59
09:00:01-10:00:00,0,0,5,0.99,62,0.88,0,0,0,0,30,7.25,514,8.68,0,0,0,0,35,3.82,576,4.45,0,0
10:00:01-11:00:00,1,14.29,28,5.57,352,5.02,30.4,14.29,0,0,3,0.72,20,0.34,0,0,1,7.69,31,3.38,372,2.88,30,7.59
11:00:01-12:00:00,0,0,58,11.53,714,10.19,0,0,0,0,0,0,0,0,0,0,0,0,58,6.32,714,5.52,0,0
12:00:01-13:00:00,1,14.29,16,3.18,154,2.2,30.4,14.29,0,0,0,0,0,0,0,0,1,7.69,16,1.74,154,1.19,30,7.59
13:00:01-14:00:00,0,0,54,10.74,725,10.34,0,0,1,16.67,11,2.66,182,3.07,30.4,16.67,1,7.69,65,7.09,907,7.01,30,7.59
14:00:01-15:00:00,0,0,0,0,0,0,0,0,0,0,53,12.8,810,13.68,0,0,0,0,53,5.78,810,6.26,0,0
15:00:01-16:00:00,1,14.29,19,3.78,246,3.51,30.4,14.29,1,16.67,68,16.43,1082,18.27,3.7,2.03,2,15.38,87,9.49,1328,10.27,34,8.61
16:00:01-17:00:00,0,0,73,14.51,1188,16.95,0,0,0,0,39,9.42,530,8.95,0,0,0,0,112,12.21,1718,13.29,0,0
17:00:01-18:00:00,0,0,13,2.58,130,1.85,0,0,0,0,5,1.21,49,0.83,0,0,0,0,18,1.96,179,1.38,0,0
18:00:01-19:00:00,0,0,0,0,0,0,0,0,1,16.67,34,8.21,631,10.66,30.4,16.67,1,7.69,34,3.71,631,4.88,30,7.59
19:00:01-20:00:00,0,0,0,0,0,0,0,0,0,0,46,11.11,618,10.44,0,0,0,0,46,5.02,618,4.78,0,0
20:00:01-21:00:00,1,14.29,65,12.92,1035,14.77,30.4,14.29,1,16.67,32,7.73,324,5.47,2.6,1.43,2,15.38,97,10.58,1359,10.51,33,8.35
21:00:01-22:00:00,0,0,55,10.93,840,11.98,0,0,0,0,68,16.43,874,14.76,0,0,0,0,123,13.41,1714,13.25,0,0
22:00:01-23:00:00,2,28.57,50,9.94,676,9.64,60.8,28.57,0,0,0,0,0,0,0,0,2,15.38,50,5.45,676,5.23,61,15.44
23:00:01-24:00:00,0,0,2,0.4,16,0.23,0,0,0,0,0,0,0,0,0,0,0,0,2,0.22,16,0.12,0,0
,7,,503,,7009,,212.8,,6,,414,,5922,,182.4,,13,,917,,12931,,395,
