Route:- 6064,Date:- 10/22/2017,,,,,,,,Day:- Sunday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,6,5.36,90,0.94,763,0.93,26.4,5.36,0,0,0,0,0,0,0,0,6,5.36,90,0.94,763,0.93,26,5.27
05:00:01-06:00:00,3,2.68,73,0.76,510,0.62,7.2,1.46,0,0,0,0,0,0,0,0,3,2.68,73,0.76,510,0.62,7,1.42
06:00:01-07:00:00,8,7.14,101,1.05,714,0.87,24.8,5.03,0,0,0,0,0,0,0,0,8,7.14,101,1.05,714,0.87,25,5.07
07:00:01-08:00:00,8,7.14,205,2.14,1950,2.38,24.8,5.03,0,0,0,0,0,0,0,0,8,7.14,205,2.14,1950,2.38,25,5.07
08:00:01-09:00:00,9,8.04,356,3.72,2992,3.65,39.6,8.04,0,0,0,0,0,0,0,0,9,8.04,356,3.72,2992,3.65,40,8.11
09:00:01-10:00:00,9,8.04,370,3.86,3846,4.69,18,3.65,0,0,0,0,0,0,0,0,9,8.04,370,3.86,3846,4.69,18,3.65
10:00:01-11:00:00,8,7.14,569,5.94,5633,6.87,35.2,7.14,0,0,0,0,0,0,0,0,8,7.14,569,5.94,5633,6.87,35,7.1
11:00:01-12:00:00,4,3.57,621,6.48,5685,6.94,8,1.62,0,0,0,0,0,0,0,0,4,3.57,621,6.48,5685,6.94,8,1.62
12:00:01-13:00:00,4,3.57,546,5.7,4919,6,17.6,3.57,0,0,0,0,0,0,0,0,4,3.57,546,5.7,4919,6,18,3.65
13:00:01-14:00:00,6,5.36,560,5.84,4584,5.59,12,2.44,0,0,0,0,0,0,0,0,6,5.36,560,5.84,4584,5.59,12,2.43
14:00:01-15:00:00,2,1.79,388,4.05,3240,3.95,4.8,0.97,0,0,0,0,0,0,0,0,2,1.79,388,4.05,3240,3.95,5,1.01
15:00:01-16:00:00,4,3.57,560,5.84,4877,5.95,17.6,3.57,0,0,0,0,0,0,0,0,4,3.57,560,5.84,4877,5.95,18,3.65
16:00:01-17:00:00,6,5.36,638,6.66,5368,6.55,18.6,3.77,0,0,0,0,0,0,0,0,6,5.36,638,6.66,5368,6.55,19,3.85
17:00:01-18:00:00,4,3.57,751,7.84,6302,7.69,8,1.62,0,0,0,0,0,0,0,0,4,3.57,751,7.84,6302,7.69,8,1.62
18:00:01-19:00:00,6,5.36,775,8.09,6434,7.85,26.4,5.36,0,0,0,0,0,0,0,0,6,5.36,775,8.09,6434,7.85,26,5.27
19:00:01-20:00:00,5,4.46,783,8.17,6335,7.73,12,2.44,0,0,0,0,0,0,0,0,5,4.46,783,8.17,6335,7.73,12,2.43
20:00:01-21:00:00,5,4.46,757,7.9,6309,7.7,10,2.03,0,0,0,0,0,0,0,0,5,4.46,757,7.9,6309,7.7,10,2.03
21:00:01-22:00:00,6,5.36,656,6.85,5212,6.36,12,2.44,0,0,0,0,0,0,0,0,6,5.36,656,6.85,5212,6.36,12,2.43
22:00:01-23:00:00,4,3.57,435,4.54,3501,4.27,9.6,1.95,0,0,0,0,0,0,0,0,4,3.57,435,4.54,3501,4.27,10,2.03
23:00:01-24:00:00,5,4.46,347,3.62,2777,3.39,10,2.03,0,0,0,0,0,0,0,0,5,4.46,347,3.62,2777,3.39,10,2.03
,112,,9581,,81951,,492.8,,0,,0,,0,,0,,112,,9581,,81951,,493,
