Route:- 3870,Date:- 10/22/2017,,,,,,,,Day:- Sunday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,0,0,0,0,0,0,0,0,1,1.49,1,0.07,0,0,3.6,1.49,1,0.73,1,0.04,0,0,4,0.81
05:00:01-06:00:00,2,2.86,8,0.63,58,0.51,7.2,2.86,2,2.99,30,2.18,210,1.53,7.2,2.99,4,2.92,38,1.43,268,1.07,14,2.84
06:00:01-07:00:00,4,5.71,8,0.63,66,0.58,14.4,5.71,4,5.97,38,2.76,294,2.14,9.6,3.98,8,5.84,46,1.74,360,1.44,24,4.87
07:00:01-08:00:00,3,4.29,18,1.41,134,1.19,10.8,4.29,5,7.46,60,4.36,570,4.14,18,7.46,8,5.84,78,2.94,704,2.81,29,5.88
08:00:01-09:00:00,4,5.71,18,1.41,120,1.06,14.4,5.71,4,5.97,65,4.72,646,4.7,14.4,5.97,8,5.84,83,3.13,766,3.06,29,5.88
09:00:01-10:00:00,5,7.14,39,3.06,296,2.62,18,7.14,5,7.46,116,8.43,1118,8.13,18,7.46,10,7.3,155,5.85,1414,5.64,36,7.3
10:00:01-11:00:00,4,5.71,79,6.2,653,5.78,14.4,5.71,7,10.45,104,7.56,1675,12.18,25.2,10.45,11,8.03,183,6.9,2328,9.29,40,8.11
11:00:01-12:00:00,5,7.14,46,3.61,420,3.72,18,7.14,4,5.97,134,9.74,1535,11.16,14.4,5.97,9,6.57,180,6.79,1955,7.8,32,6.49
12:00:01-13:00:00,4,5.71,105,8.24,845,7.48,14.4,5.71,4,5.97,88,6.4,1052,7.65,14.4,5.97,8,5.84,193,7.28,1897,7.57,29,5.88
13:00:01-14:00:00,4,5.71,117,9.18,1087,9.62,14.4,5.71,4,5.97,57,4.14,505,3.67,12.8,5.31,8,5.84,174,6.56,1592,6.35,27,5.48
14:00:01-15:00:00,6,8.57,54,4.24,523,4.63,21.6,8.57,4,5.97,83,6.03,737,5.36,10,4.15,10,7.3,137,5.17,1260,5.03,32,6.49
15:00:01-16:00:00,3,4.29,52,4.08,412,3.65,10.8,4.29,4,5.97,56,4.07,539,3.92,14.4,5.97,7,5.11,108,4.07,951,3.8,25,5.07
16:00:01-17:00:00,4,5.71,57,4.47,514,4.55,14.4,5.71,3,4.48,128,9.3,1152,8.38,10.8,4.48,7,5.11,185,6.98,1666,6.65,25,5.07
17:00:01-18:00:00,2,2.86,78,6.12,748,6.62,7.2,2.86,3,4.48,102,7.41,944,6.86,10.8,4.48,5,3.65,180,6.79,1692,6.75,18,3.65
18:00:01-19:00:00,2,2.86,92,7.22,834,7.38,7.2,2.86,4,5.97,91,6.61,819,5.95,14.4,5.97,6,4.38,183,6.9,1653,6.6,22,4.46
19:00:01-20:00:00,3,4.29,153,12,1460,12.92,10.8,4.29,2,2.99,20,1.45,168,1.22,7.2,2.99,5,3.65,173,6.53,1628,6.5,18,3.65
20:00:01-21:00:00,2,2.86,117,9.18,1123,9.94,7.2,2.86,1,1.49,51,3.71,467,3.4,3.6,1.49,3,2.19,168,6.34,1590,6.35,11,2.23
21:00:01-22:00:00,4,5.71,85,6.67,744,6.59,14.4,5.71,1,1.49,61,4.43,522,3.8,3.6,1.49,5,3.65,146,5.51,1266,5.05,18,3.65
22:00:01-23:00:00,4,5.71,87,6.82,711,6.29,14.4,5.71,4,5.97,86,6.25,763,5.55,14.4,5.97,8,5.84,173,6.53,1474,5.88,29,5.88
23:00:01-24:00:00,5,7.14,62,4.86,550,4.87,18,7.14,1,1.49,5,0.36,38,0.28,3.2,1.33,6,4.38,67,2.53,588,2.35,21,4.26
,70,,1275,,11298,,252,,67,,1376,,13754,,241.2,,137,,2651,,25052,,493,
