Route:- 6034,Date:- 10/22/2017,,,,,,,,Day:- Sunday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,4.17,0,0,0,0,20.2,4.17,0,0,0,0,0,0,0,0,1,3.45,0,0,0,0,20,3.41
06:00:01-07:00:00,0,0,20,2.39,154,1.7,0,0,0,0,0,0,0,0,0,0,0,0,20,2.22,154,1.54,0,0
07:00:01-08:00:00,0,0,9,1.07,91,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,91,0.91,0,0
08:00:01-09:00:00,1,4.17,32,3.82,371,4.09,2.7,0.56,0,0,0,0,0,0,0,0,1,3.45,32,3.55,371,3.7,3,0.51
09:00:01-10:00:00,0,0,31,3.7,302,3.33,0,0,1,20,2,3.17,66,6.95,20.2,20,1,3.45,33,3.66,368,3.67,20,3.41
10:00:01-11:00:00,1,4.17,21,2.51,269,2.97,20.2,4.17,1,20,14,22.22,167,17.58,7.2,7.13,2,6.9,35,3.88,436,4.35,27,4.61
11:00:01-12:00:00,4,16.67,25,2.98,322,3.55,80.8,16.67,0,0,22,34.92,277,29.16,0,0,4,13.79,47,5.22,599,5.98,81,13.82
12:00:01-13:00:00,1,4.17,74,8.83,917,10.11,5,1.03,1,20,6,9.52,124,13.05,20.2,20,2,6.9,80,8.88,1041,10.39,25,4.27
13:00:01-14:00:00,0,0,69,8.23,773,8.53,0,0,0,0,0,0,0,0,0,0,0,0,69,7.66,773,7.72,0,0
14:00:01-15:00:00,2,8.33,33,3.94,318,3.51,20.2,4.17,1,20,17,26.98,256,26.95,20.2,20,3,10.34,50,5.55,574,5.73,40,6.83
15:00:01-16:00:00,4,16.67,13,1.55,108,1.19,80.8,16.67,1,20,2,3.17,60,6.32,6.3,6.24,5,17.24,15,1.66,168,1.68,87,14.85
16:00:01-17:00:00,2,8.33,101,12.05,1056,11.65,40.4,8.33,0,0,0,0,0,0,0,0,2,6.9,101,11.21,1056,10.54,40,6.83
17:00:01-18:00:00,1,4.17,116,13.84,1279,14.11,7.9,1.63,0,0,0,0,0,0,0,0,1,3.45,116,12.87,1279,12.77,8,1.37
18:00:01-19:00:00,2,8.33,73,8.71,793,8.75,40.4,8.33,0,0,0,0,0,0,0,0,2,6.9,73,8.1,793,7.92,40,6.83
19:00:01-20:00:00,3,12.5,92,10.98,984,10.85,24.3,5.01,0,0,0,0,0,0,0,0,3,10.34,92,10.21,984,9.82,24,4.1
20:00:01-21:00:00,0,0,63,7.52,594,6.55,0,0,0,0,0,0,0,0,0,0,0,0,63,6.99,594,5.93,0,0
21:00:01-22:00:00,1,4.17,39,4.65,416,4.59,2.3,0.47,0,0,0,0,0,0,0,0,1,3.45,39,4.33,416,4.15,2,0.34
22:00:01-23:00:00,1,4.17,27,3.22,320,3.53,6.3,1.3,0,0,0,0,0,0,0,0,1,3.45,27,3,320,3.19,6,1.02
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,24,,838,,9067,,484.8,,5,,63,,950,,101,,29,,901,,10017,,586,
