Route:- 3400,Date:- 10/22/2017,,,,,,,,Day:- Sunday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
06:00:01-07:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
07:00:01-08:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
08:00:01-09:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
09:00:01-10:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
10:00:01-11:00:00,1,4.17,25,1.42,319,1.6,8.6,4.17,0,0,0,0,0,0,0,0,1,2.08,25,0.74,319,0.82,9,2.18
11:00:01-12:00:00,4,16.67,199,11.27,2677,13.44,34.4,16.67,1,4.17,45,2.82,668,3.56,8.6,4.17,5,10.42,244,7.26,3345,8.64,43,10.41
12:00:01-13:00:00,1,4.17,137,7.76,1528,7.67,8.6,4.17,3,12.5,183,11.49,2110,11.24,25.8,12.5,4,8.33,320,9.53,3638,9.4,34,8.23
13:00:01-14:00:00,1,4.17,191,10.82,2321,11.65,8.6,4.17,3,12.5,106,6.65,1270,6.76,13.8,6.69,4,8.33,297,8.84,3591,9.28,22,5.33
14:00:01-15:00:00,3,12.5,88,4.98,982,4.93,25.8,12.5,1,4.17,54,3.39,713,3.8,6.2,3,4,8.33,142,4.23,1695,4.38,32,7.75
15:00:01-16:00:00,2,8.33,175,9.91,2054,10.31,17.2,8.33,3,12.5,109,6.84,1285,6.84,25.8,12.5,5,10.42,284,8.45,3339,8.63,43,10.41
16:00:01-17:00:00,1,4.17,0,0,0,0,8.6,4.17,1,4.17,146,9.17,1687,8.98,4.6,2.23,2,4.17,146,4.35,1687,4.36,13,3.15
17:00:01-18:00:00,4,16.67,300,16.99,3212,16.12,34.4,16.67,2,8.33,21,1.32,277,1.48,17.2,8.33,6,12.5,321,9.56,3489,9.02,52,12.59
18:00:01-19:00:00,1,4.17,95,5.38,952,4.78,4,1.94,1,4.17,279,17.51,3152,16.79,6.2,3,2,4.17,374,11.13,4104,10.6,10,2.42
19:00:01-20:00:00,1,4.17,185,10.48,1989,9.98,3,1.45,2,8.33,77,4.83,916,4.88,17.2,8.33,3,6.25,262,7.8,2905,7.51,20,4.84
20:00:01-21:00:00,3,12.5,153,8.66,1553,7.8,25.8,12.5,1,4.17,145,9.1,1796,9.56,4,1.94,4,8.33,298,8.87,3349,8.65,30,7.26
21:00:01-22:00:00,1,4.17,148,8.38,1621,8.14,6.2,3,3,12.5,225,14.12,2529,13.47,25.8,12.5,4,8.33,373,11.1,4150,10.72,32,7.75
22:00:01-23:00:00,1,4.17,70,3.96,714,3.58,4,1.94,3,12.5,180,11.3,2161,11.51,25.8,12.5,4,8.33,250,7.44,2875,7.43,30,7.26
23:00:01-24:00:00,0,0,0,0,0,0,0,0,0,0,23,1.44,214,1.14,0,0,0,0,23,0.68,214,0.55,0,0
,24,,1766,,19922,,206.4,,24,,1593,,18778,,206.4,,48,,3359,,38700,,413,
