Route:- 3870,Date:- 01/01/2018,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,0,0,0,0,0,0,0,0,1,1.49,0,0,0,0,3.6,1.49,1,0.71,0,0,0,0,4,0.79
05:00:01-06:00:00,2,2.7,1,0.14,8,0.12,7.2,2.7,2,2.99,6,0.99,116,2.04,7.2,2.99,4,2.84,7,0.52,124,1.01,14,2.76
06:00:01-07:00:00,1,1.35,7,0.95,70,1.06,3.6,1.35,5,7.46,24,3.94,171,3.01,18,7.46,6,4.26,31,2.31,241,1.96,22,4.33
07:00:01-08:00:00,4,5.41,7,0.95,68,1.03,14.4,5.41,6,8.96,25,4.11,178,3.13,6.6,2.74,10,7.09,32,2.38,246,2,21,4.13
08:00:01-09:00:00,5,6.76,19,2.59,134,2.02,18,6.76,3,4.48,58,9.52,680,11.96,10.8,4.48,8,5.67,77,5.73,814,6.61,29,5.71
09:00:01-10:00:00,5,6.76,19,2.59,216,3.26,18,6.76,4,5.97,27,4.43,320,5.63,14.4,5.97,9,6.38,46,3.43,536,4.35,32,6.3
10:00:01-11:00:00,5,6.76,30,4.09,290,4.37,18,6.76,5,7.46,26,4.27,264,4.64,18,7.46,10,7.09,56,4.17,554,4.5,36,7.09
11:00:01-12:00:00,4,5.41,25,3.41,220,3.32,14.4,5.41,6,8.96,42,6.9,384,6.75,21.6,8.96,10,7.09,67,4.99,604,4.9,36,7.09
12:00:01-13:00:00,7,9.46,47,6.4,464,7,25.2,9.46,6,8.96,50,8.21,454,7.98,12,4.98,13,9.22,97,7.22,918,7.45,37,7.28
13:00:01-14:00:00,4,5.41,68,9.26,658,9.92,14.4,5.41,5,7.46,16,2.63,92,1.62,5.5,2.28,9,6.38,84,6.25,750,6.09,20,3.94
14:00:01-15:00:00,2,2.7,19,2.59,176,2.65,7.2,2.7,1,1.49,13,2.13,120,2.11,3.6,1.49,3,2.13,32,2.38,296,2.4,11,2.17
15:00:01-16:00:00,1,1.35,1,0.14,0,0,3.6,1.35,1,1.49,6,0.99,50,0.88,3.6,1.49,2,1.42,7,0.52,50,0.41,7,1.38
16:00:01-17:00:00,5,6.76,57,7.77,486,7.33,18,6.76,5,7.46,31,5.09,284,4.99,18,7.46,10,7.09,88,6.55,770,6.25,36,7.09
17:00:01-18:00:00,6,8.11,107,14.58,1033,15.57,21.6,8.11,5,7.46,78,12.81,712,12.52,18,7.46,11,7.8,185,13.78,1745,14.17,40,7.87
18:00:01-19:00:00,4,5.41,109,14.85,938,14.14,14.4,5.41,3,4.48,80,13.14,709,12.47,7.2,2.99,7,4.96,189,14.07,1647,13.37,22,4.33
19:00:01-20:00:00,3,4.05,71,9.67,662,9.98,3.3,1.24,2,2.99,20,3.28,198,3.48,7.2,2.99,5,3.55,91,6.78,860,6.98,10,1.97
20:00:01-21:00:00,1,1.35,23,3.13,180,2.71,3.6,1.35,3,4.48,45,7.39,434,7.63,10.8,4.48,4,2.84,68,5.06,614,4.98,14,2.76
21:00:01-22:00:00,4,5.41,72,9.81,652,9.83,14.4,5.41,1,1.49,44,7.22,382,6.72,2.4,1,5,3.55,116,8.64,1034,8.39,17,3.35
22:00:01-23:00:00,7,9.46,43,5.86,320,4.82,25.2,9.46,2,2.99,17,2.79,138,2.43,7.2,2.99,9,6.38,60,4.47,458,3.72,32,6.3
23:00:01-24:00:00,4,5.41,9,1.23,58,0.87,14.4,5.41,1,1.49,1,0.16,0,0,3.6,1.49,5,3.55,10,0.74,58,0.47,18,3.54
,74,,734,,6633,,266.4,,67,,609,,5686,,241.2,,141,,1343,,12319,,508,
